,County Name,Date,Covid Cases,months
858,St. Johns County ,Jan2021_Sum,500621,Jan2021_Sum
925,St. Johns County ,Feb2021_Sum,544200,Feb2021_Sum
992,St. Johns County ,Mar2021_Sum,639503,Mar2021_Sum
1059,St. Johns County ,Apr2021_Sum,654906,Apr2021_Sum
1126,St. Johns County ,May2021_Sum,709798,May2021_Sum
1193,St. Johns County ,Jun2021_Sum,699272,Jun2021_Sum
1260,St. Johns County ,Jul2021_Sum,784152,Jul2021_Sum
1327,St. Johns County ,Aug2021_Sum,962454,Aug2021_Sum
1394,St. Johns County ,Sep2021_Sum,1115825,Sep2021_Sum
1461,St. Johns County ,Oct2021_Sum,1246720,Oct2021_Sum
1528,St. Johns County ,Nov2021_Sum,1228612,Nov2021_Sum
1595,St. Johns County ,Dec2021_Sum,1294538,Dec2021_Sum
1662,St. Johns County ,Jan2022_Sum,1557144,Jan2022_Sum
1729,St. Johns County ,Feb2022_Sum,1706062,Feb2022_Sum
1796,St. Johns County ,Mar2022_Sum,1931218,Mar2022_Sum
1863,St. Johns County ,Apr2022_Sum,1875018,Apr2022_Sum
1930,St. Johns County ,May2022_Sum,1965648,May2022_Sum
1997,St. Johns County ,Jun2022_Sum,1107626,Jun2022_Sum
55,St. Lucie County ,Jan2020_Sum,0,Jan2020_Sum
122,St. Lucie County ,Feb2020_Sum,0,Feb2020_Sum
189,St. Lucie County ,Mar2020_Sum,168,Mar2020_Sum
256,St. Lucie County ,Apr2020_Sum,5008,Apr2020_Sum
323,St. Lucie County ,May2020_Sum,10316,May2020_Sum
390,St. Lucie County ,Jun2020_Sum,29879,Jun2020_Sum
457,St. Lucie County ,Jul2020_Sum,103255,Jul2020_Sum
524,St. Lucie County ,Aug2020_Sum,191199,Aug2020_Sum
591,St. Lucie County ,Sep2020_Sum,228765,Sep2020_Sum
658,St. Lucie County ,Oct2020_Sum,265661,Oct2020_Sum
725,St. Lucie County ,Nov2020_Sum,297629,Nov2020_Sum
792,St. Lucie County ,Dec2020_Sum,386261,Dec2020_Sum
859,St. Lucie County ,Jan2021_Sum,534801,Jan2021_Sum
926,St. Lucie County ,Feb2021_Sum,587081,Feb2021_Sum
993,St. Lucie County ,Mar2021_Sum,718016,Mar2021_Sum
1060,St. Lucie County ,Apr2021_Sum,750567,Apr2021_Sum
1127,St. Lucie County ,May2021_Sum,832169,May2021_Sum
1194,St. Lucie County ,Jun2021_Sum,830868,Jun2021_Sum
1261,St. Lucie County ,Jul2021_Sum,909815,Jul2021_Sum
1328,St. Lucie County ,Aug2021_Sum,1110017,Aug2021_Sum
1395,St. Lucie County ,Sep2021_Sum,1328395,Sep2021_Sum
1462,St. Lucie County ,Oct2021_Sum,1466451,Oct2021_Sum
1529,St. Lucie County ,Nov2021_Sum,1438427,Nov2021_Sum
1596,St. Lucie County ,Dec2021_Sum,1508669,Dec2021_Sum
1663,St. Lucie County ,Jan2022_Sum,1893782,Jan2022_Sum
1730,St. Lucie County ,Feb2022_Sum,2010534,Feb2022_Sum
1797,St. Lucie County ,Mar2022_Sum,2285008,Mar2022_Sum
1864,St. Lucie County ,Apr2022_Sum,2226856,Apr2022_Sum
1931,St. Lucie County ,May2022_Sum,2338802,May2022_Sum
1998,St. Lucie County ,Jun2022_Sum,1317965,Jun2022_Sum
59,Sumter County ,Jan2020_Sum,0,Jan2020_Sum
126,Sumter County ,Feb2020_Sum,0,Feb2020_Sum
193,Sumter County ,Mar2020_Sum,286,Mar2020_Sum
260,Sumter County ,Apr2020_Sum,3749,Apr2020_Sum
327,Sumter County ,May2020_Sum,7594,May2020_Sum
394,Sumter County ,Jun2020_Sum,8400,Jun2020_Sum
461,Sumter County ,Jul2020_Sum,22648,Jul2020_Sum
528,Sumter County ,Aug2020_Sum,46407,Aug2020_Sum
595,Sumter County ,Sep2020_Sum,63453,Sep2020_Sum
662,Sumter County ,Oct2020_Sum,83557,Oct2020_Sum
729,Sumter County ,Nov2020_Sum,95722,Nov2020_Sum
796,Sumter County ,Dec2020_Sum,130601,Dec2020_Sum
863,Sumter County ,Jan2021_Sum,194045,Jan2021_Sum
930,Sumter County ,Feb2021_Sum,212675,Feb2021_Sum
997,Sumter County ,Mar2021_Sum,260738,Mar2021_Sum
1064,Sumter County ,Apr2021_Sum,271477,Apr2021_Sum
1131,Sumter County ,May2021_Sum,291199,May2021_Sum
1198,Sumter County ,Jun2021_Sum,284488,Jun2021_Sum
1265,Sumter County ,Jul2021_Sum,304250,Jul2021_Sum
1332,Sumter County ,Aug2021_Sum,348380,Aug2021_Sum
1399,Sumter County ,Sep2021_Sum,401866,Sep2021_Sum
1466,Sumter County ,Oct2021_Sum,444489,Oct2021_Sum
1533,Sumter County ,Nov2021_Sum,439448,Nov2021_Sum
1600,Sumter County ,Dec2021_Sum,462167,Dec2021_Sum
1667,Sumter County ,Jan2022_Sum,535826,Jan2022_Sum
1734,Sumter County ,Feb2022_Sum,579003,Feb2022_Sum
1801,Sumter County ,Mar2022_Sum,667478,Mar2022_Sum
1868,Sumter County ,Apr2022_Sum,653585,Apr2022_Sum
1935,Sumter County ,May2022_Sum,695274,May2022_Sum
2002,Sumter County ,Jun2022_Sum,396326,Jun2022_Sum
60,Suwannee County ,Jan2020_Sum,0,Jan2020_Sum
127,Suwannee County ,Feb2020_Sum,0,Feb2020_Sum
194,Suwannee County ,Mar2020_Sum,10,Mar2020_Sum
261,Suwannee County ,Apr2020_Sum,2246,Apr2020_Sum
328,Suwannee County ,May2020_Sum,4779,May2020_Sum
395,Suwannee County ,Jun2020_Sum,7574,Jun2020_Sum
462,Suwannee County ,Jul2020_Sum,25461,Jul2020_Sum
529,Suwannee County ,Aug2020_Sum,60525,Aug2020_Sum
596,Suwannee County ,Sep2020_Sum,77367,Sep2020_Sum
663,Suwannee County ,Oct2020_Sum,89440,Oct2020_Sum
730,Suwannee County ,Nov2020_Sum,94251,Nov2020_Sum
797,Suwannee County ,Dec2020_Sum,112159,Dec2020_Sum
864,Suwannee County ,Jan2021_Sum,140371,Jan2021_Sum
931,Suwannee County ,Feb2021_Sum,140074,Feb2021_Sum
998,Suwannee County ,Mar2021_Sum,160378,Mar2021_Sum
1065,Suwannee County ,Apr2021_Sum,158172,Apr2021_Sum
1132,Suwannee County ,May2021_Sum,166085,May2021_Sum
1199,Suwannee County ,Jun2021_Sum,162025,Jun2021_Sum
1266,Suwannee County ,Jul2021_Sum,172317,Jul2021_Sum
1333,Suwannee County ,Aug2021_Sum,209422,Aug2021_Sum
1400,Suwannee County ,Sep2021_Sum,258829,Sep2021_Sum
1467,Suwannee County ,Oct2021_Sum,283224,Oct2021_Sum
1534,Suwannee County ,Nov2021_Sum,277152,Nov2021_Sum
1601,Suwannee County ,Dec2021_Sum,288547,Dec2021_Sum
1668,Suwannee County ,Jan2022_Sum,325255,Jan2022_Sum
1735,Suwannee County ,Feb2022_Sum,352700,Feb2022_Sum
1802,Suwannee County ,Mar2022_Sum,400183,Mar2022_Sum
1869,Suwannee County ,Apr2022_Sum,388057,Apr2022_Sum
1936,Suwannee County ,May2022_Sum,402689,May2022_Sum
2003,Suwannee County ,Jun2022_Sum,223095,Jun2022_Sum
61,Taylor County ,Jan2020_Sum,0,Jan2020_Sum
128,Taylor County ,Feb2020_Sum,0,Feb2020_Sum
195,Taylor County ,Mar2020_Sum,0,Mar2020_Sum
262,Taylor County ,Apr2020_Sum,43,Apr2020_Sum
329,Taylor County ,May2020_Sum,226,May2020_Sum
396,Taylor County ,Jun2020_Sum,1646,Jun2020_Sum
463,Taylor County ,Jul2020_Sum,5679,Jul2020_Sum
530,Taylor County ,Aug2020_Sum,30730,Aug2020_Sum
597,Taylor County ,Sep2020_Sum,37995,Sep2020_Sum
664,Taylor County ,Oct2020_Sum,43726,Oct2020_Sum
731,Taylor County ,Nov2020_Sum,47201,Nov2020_Sum
798,Taylor County ,Dec2020_Sum,55537,Dec2020_Sum
865,Taylor County ,Jan2021_Sum,69713,Jan2021_Sum
932,Taylor County ,Feb2021_Sum,72246,Feb2021_Sum
999,Taylor County ,Mar2021_Sum,82978,Mar2021_Sum
1066,Taylor County ,Apr2021_Sum,81122,Apr2021_Sum
1133,Taylor County ,May2021_Sum,84955,May2021_Sum
1200,Taylor County ,Jun2021_Sum,82554,Jun2021_Sum
1267,Taylor County ,Jul2021_Sum,87017,Jul2021_Sum
1334,Taylor County ,Aug2021_Sum,100432,Aug2021_Sum
1401,Taylor County ,Sep2021_Sum,127554,Sep2021_Sum
1468,Taylor County ,Oct2021_Sum,141108,Oct2021_Sum
1535,Taylor County ,Nov2021_Sum,137962,Nov2021_Sum
1602,Taylor County ,Dec2021_Sum,143902,Dec2021_Sum
1669,Taylor County ,Jan2022_Sum,165936,Jan2022_Sum
1736,Taylor County ,Feb2022_Sum,190902,Feb2022_Sum
1803,Taylor County ,Mar2022_Sum,216688,Mar2022_Sum
1870,Taylor County ,Apr2022_Sum,209985,Apr2022_Sum
1937,Taylor County ,May2022_Sum,217609,May2022_Sum
2004,Taylor County ,Jun2022_Sum,120049,Jun2022_Sum
62,Union County ,Jan2020_Sum,0,Jan2020_Sum
129,Union County ,Feb2020_Sum,0,Feb2020_Sum
196,Union County ,Mar2020_Sum,1,Mar2020_Sum
263,Union County ,Apr2020_Sum,73,Apr2020_Sum
330,Union County ,May2020_Sum,558,May2020_Sum
397,Union County ,Jun2020_Sum,1243,Jun2020_Sum
464,Union County ,Jul2020_Sum,4212,Jul2020_Sum
531,Union County ,Aug2020_Sum,13483,Aug2020_Sum
598,Union County ,Sep2020_Sum,24224,Sep2020_Sum
665,Union County ,Oct2020_Sum,32917,Oct2020_Sum
732,Union County ,Nov2020_Sum,35814,Nov2020_Sum
799,Union County ,Dec2020_Sum,41287,Dec2020_Sum
866,Union County ,Jan2021_Sum,49050,Jan2021_Sum
933,Union County ,Feb2021_Sum,47850,Feb2021_Sum
1000,Union County ,Mar2021_Sum,54530,Mar2021_Sum
1067,Union County ,Apr2021_Sum,53778,Apr2021_Sum
1134,Union County ,May2021_Sum,56804,May2021_Sum
1201,Union County ,Jun2021_Sum,55850,Jun2021_Sum
1268,Union County ,Jul2021_Sum,61435,Jul2021_Sum
1335,Union County ,Aug2021_Sum,75998,Aug2021_Sum
1402,Union County ,Sep2021_Sum,87535,Sep2021_Sum
1469,Union County ,Oct2021_Sum,94566,Oct2021_Sum
1536,Union County ,Nov2021_Sum,92138,Nov2021_Sum
1603,Union County ,Dec2021_Sum,95884,Dec2021_Sum
1670,Union County ,Jan2022_Sum,109111,Jan2022_Sum
1737,Union County ,Feb2022_Sum,117627,Feb2022_Sum
1804,Union County ,Mar2022_Sum,133440,Mar2022_Sum
1871,Union County ,Apr2022_Sum,129327,Apr2022_Sum
1938,Union County ,May2022_Sum,134031,May2022_Sum
2005,Union County ,Jun2022_Sum,74014,Jun2022_Sum
63,Volusia County ,Jan2020_Sum,0,Jan2020_Sum
130,Volusia County ,Feb2020_Sum,0,Feb2020_Sum
197,Volusia County ,Mar2020_Sum,484,Mar2020_Sum
264,Volusia County ,Apr2020_Sum,8265,Apr2020_Sum
331,Volusia County ,May2020_Sum,18626,May2020_Sum
398,Volusia County ,Jun2020_Sum,33842,Jun2020_Sum
465,Volusia County ,Jul2020_Sum,140861,Jul2020_Sum
532,Volusia County ,Aug2020_Sum,258113,Aug2020_Sum
599,Volusia County ,Sep2020_Sum,307488,Sep2020_Sum
666,Volusia County ,Oct2020_Sum,367276,Oct2020_Sum
733,Volusia County ,Nov2020_Sum,434636,Nov2020_Sum
800,Volusia County ,Dec2020_Sum,596577,Dec2020_Sum
867,Volusia County ,Jan2021_Sum,835053,Jan2021_Sum
934,Volusia County ,Feb2021_Sum,925486,Feb2021_Sum
1001,Volusia County ,Mar2021_Sum,1122571,Mar2021_Sum
1068,Volusia County ,Apr2021_Sum,1221521,Apr2021_Sum
1135,Volusia County ,May2021_Sum,1362196,May2021_Sum
1202,Volusia County ,Jun2021_Sum,1344732,Jun2021_Sum
1269,Volusia County ,Jul2021_Sum,1488677,Jul2021_Sum
1336,Volusia County ,Aug2021_Sum,1843907,Aug2021_Sum
1403,Volusia County ,Sep2021_Sum,2094549,Sep2021_Sum
1470,Volusia County ,Oct2021_Sum,2311453,Oct2021_Sum
1537,Volusia County ,Nov2021_Sum,2292084,Nov2021_Sum
1604,Volusia County ,Dec2021_Sum,2421149,Dec2021_Sum
1671,Volusia County ,Jan2022_Sum,2950115,Jan2022_Sum
1738,Volusia County ,Feb2022_Sum,3161565,Feb2022_Sum
1805,Volusia County ,Mar2022_Sum,3595090,Mar2022_Sum
1872,Volusia County ,Apr2022_Sum,3502810,Apr2022_Sum
1939,Volusia County ,May2022_Sum,3677852,May2022_Sum
2006,Volusia County ,Jun2022_Sum,2080616,Jun2022_Sum
64,Wakulla County ,Jan2020_Sum,0,Jan2020_Sum
131,Wakulla County ,Feb2020_Sum,0,Feb2020_Sum
198,Wakulla County ,Mar2020_Sum,3,Mar2020_Sum
265,Wakulla County ,Apr2020_Sum,372,Apr2020_Sum
332,Wakulla County ,May2020_Sum,937,May2020_Sum
399,Wakulla County ,Jun2020_Sum,1174,Jun2020_Sum
466,Wakulla County ,Jul2020_Sum,8161,Jul2020_Sum
533,Wakulla County ,Aug2020_Sum,23682,Aug2020_Sum
600,Wakulla County ,Sep2020_Sum,31064,Sep2020_Sum
667,Wakulla County ,Oct2020_Sum,38240,Oct2020_Sum
734,Wakulla County ,Nov2020_Sum,44236,Nov2020_Sum
801,Wakulla County ,Dec2020_Sum,57626,Dec2020_Sum
868,Wakulla County ,Jan2021_Sum,80418,Jan2021_Sum
935,Wakulla County ,Feb2021_Sum,86481,Feb2021_Sum
1002,Wakulla County ,Mar2021_Sum,99542,Mar2021_Sum
1069,Wakulla County ,Apr2021_Sum,99748,Apr2021_Sum
1136,Wakulla County ,May2021_Sum,107870,May2021_Sum
1203,Wakulla County ,Jun2021_Sum,106312,Jun2021_Sum
1270,Wakulla County ,Jul2021_Sum,114273,Jul2021_Sum
1337,Wakulla County ,Aug2021_Sum,142030,Aug2021_Sum
1404,Wakulla County ,Sep2021_Sum,177406,Sep2021_Sum
1471,Wakulla County ,Oct2021_Sum,196663,Oct2021_Sum
1538,Wakulla County ,Nov2021_Sum,193106,Nov2021_Sum
1605,Wakulla County ,Dec2021_Sum,201432,Dec2021_Sum
1672,Wakulla County ,Jan2022_Sum,242258,Jan2022_Sum
1739,Wakulla County ,Feb2022_Sum,269522,Feb2022_Sum
1806,Wakulla County ,Mar2022_Sum,307032,Mar2022_Sum
1873,Wakulla County ,Apr2022_Sum,297999,Apr2022_Sum
1940,Wakulla County ,May2022_Sum,310032,May2022_Sum
2007,Wakulla County ,Jun2022_Sum,172624,Jun2022_Sum
65,Walton County ,Jan2020_Sum,0,Jan2020_Sum
132,Walton County ,Feb2020_Sum,0,Feb2020_Sum
199,Walton County ,Mar2020_Sum,136,Mar2020_Sum
266,Walton County ,Apr2020_Sum,877,Apr2020_Sum
333,Walton County ,May2020_Sum,2453,May2020_Sum
400,Walton County ,Jun2020_Sum,4835,Jun2020_Sum
467,Walton County ,Jul2020_Sum,21591,Jul2020_Sum
534,Walton County ,Aug2020_Sum,45600,Aug2020_Sum
601,Walton County ,Sep2020_Sum,54994,Sep2020_Sum
668,Walton County ,Oct2020_Sum,68218,Oct2020_Sum
735,Walton County ,Nov2020_Sum,96188,Nov2020_Sum
802,Walton County ,Dec2020_Sum,132693,Dec2020_Sum
869,Walton County ,Jan2021_Sum,177210,Jan2021_Sum
936,Walton County ,Feb2021_Sum,189636,Feb2021_Sum
1003,Walton County ,Mar2021_Sum,223405,Mar2021_Sum
1070,Walton County ,Apr2021_Sum,226675,Apr2021_Sum
1137,Walton County ,May2021_Sum,243100,May2021_Sum
1204,Walton County ,Jun2021_Sum,221021,Jun2021_Sum
1271,Walton County ,Jul2021_Sum,227648,Jul2021_Sum
1338,Walton County ,Aug2021_Sum,275016,Aug2021_Sum
1405,Walton County ,Sep2021_Sum,333488,Sep2021_Sum
1472,Walton County ,Oct2021_Sum,366102,Oct2021_Sum
1539,Walton County ,Nov2021_Sum,360044,Nov2021_Sum
1606,Walton County ,Dec2021_Sum,376347,Dec2021_Sum
1673,Walton County ,Jan2022_Sum,428900,Jan2022_Sum
1740,Walton County ,Feb2022_Sum,452436,Feb2022_Sum
1807,Walton County ,Mar2022_Sum,509945,Mar2022_Sum
1874,Walton County ,Apr2022_Sum,494302,Apr2022_Sum
1941,Walton County ,May2022_Sum,514508,May2022_Sum
2008,Walton County ,Jun2022_Sum,286491,Jun2022_Sum
66,Washington County ,Jan2020_Sum,0,Jan2020_Sum
133,Washington County ,Feb2020_Sum,0,Feb2020_Sum
200,Washington County ,Mar2020_Sum,5,Mar2020_Sum
267,Washington County ,Apr2020_Sum,178,Apr2020_Sum
334,Washington County ,May2020_Sum,708,May2020_Sum
401,Washington County ,Jun2020_Sum,2722,Jun2020_Sum
468,Washington County ,Jul2020_Sum,8190,Jul2020_Sum
535,Washington County ,Aug2020_Sum,27362,Aug2020_Sum
602,Washington County ,Sep2020_Sum,31472,Sep2020_Sum
669,Washington County ,Oct2020_Sum,35824,Oct2020_Sum
736,Washington County ,Nov2020_Sum,41522,Nov2020_Sum
803,Washington County ,Dec2020_Sum,53568,Dec2020_Sum
870,Washington County ,Jan2021_Sum,69444,Jan2021_Sum
937,Washington County ,Feb2021_Sum,71767,Feb2021_Sum
1004,Washington County ,Mar2021_Sum,82091,Mar2021_Sum
1071,Washington County ,Apr2021_Sum,80903,Apr2021_Sum
1138,Washington County ,May2021_Sum,84920,May2021_Sum
1205,Washington County ,Jun2021_Sum,82327,Jun2021_Sum
1272,Washington County ,Jul2021_Sum,87579,Jul2021_Sum
1339,Washington County ,Aug2021_Sum,105839,Aug2021_Sum
1406,Washington County ,Sep2021_Sum,128783,Sep2021_Sum
1473,Washington County ,Oct2021_Sum,140224,Oct2021_Sum
1540,Washington County ,Nov2021_Sum,136651,Nov2021_Sum
1607,Washington County ,Dec2021_Sum,142462,Dec2021_Sum
1674,Washington County ,Jan2022_Sum,165433,Jan2022_Sum
1741,Washington County ,Feb2022_Sum,181974,Feb2022_Sum
1808,Washington County ,Mar2022_Sum,204379,Mar2022_Sum
1875,Washington County ,Apr2022_Sum,198652,Apr2022_Sum
1942,Washington County ,May2022_Sum,206116,May2022_Sum
2009,Washington County ,Jun2022_Sum,114013,Jun2022_Sum
